sample_id,image_path,scene_id,utterance_idx,text,label_text,label_id,split,num_faces,face_paths,face_prob_negative,face_prob_neutral,face_prob_positive,face_detected_flag,num_faces_norm,image_prob_negative,image_prob_neutral,image_prob_positive
train-u0010207,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10207.jpg,train-1042,10207,Please don't.,neutral,1,val,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.31662214,0.392579,0.29079887
train-u0010208,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10208.jpg,train-1042,10208,Why do you need to be alone?,neutral,1,val,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.3235426,0.36115524,0.3153021
train-u0010209,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10209.jpg,train-1043,10209,What did you just say?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010209__face0.jpg'],0.31857285,0.38969934,0.29172784,1,0.2,0.34719905,0.3407477,0.31205326
train-u0010210,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10210.jpg,train-1043,10210,Sorry?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010210__face0.jpg'],0.31857285,0.38969934,0.29172784,1,0.2,0.34719905,0.3407477,0.31205326
train-u0010211,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10211.jpg,train-1043,10211,"About a note, what did you just say?",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010211__face0.jpg'],0.35307568,0.33156222,0.31536213,1,0.2,0.32094023,0.38435185,0.29470795
train-u0010212,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10212.jpg,train-1043,10212,I said the murderer DID leave a note.,neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010212__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010212__face1.jpg']",0.31997405,0.36519292000000003,0.31483304999999995,1,0.4,0.35439524,0.32105038,0.3245544
train-u0010213,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10213.jpg,train-1043,10213,"No, they didn't.",neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010213__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010213__face1.jpg']",0.31997405,0.36519292000000003,0.31483304999999995,1,0.4,0.35439524,0.32105038,0.3245544
train-u0010214,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10214.jpg,train-1044,10214,Why do you make him tea?,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010214__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010214__face1.jpg']",0.32132945999999996,0.33185518,0.34681538999999995,1,0.4,0.32588127,0.37904677,0.29507202
train-u0010215,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10215.jpg,train-1044,10215,"I dunno, I just sort of do.",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010215__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010215__face1.jpg']",0.31942515,0.33993274,0.34064215,1,0.4,0.33459783,0.36147723,0.30392498
train-u0010216,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10216.jpg,train-1044,10216,"He said, ""There's only one suspect,"" and then he just walks away",neutral,1,train,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.3283254,0.35850596,0.31316864
train-u0010217,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10217.jpg,train-1044,10217,"Which is strange, because he likes that bit.",neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010217__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010217__face1.jpg']",0.325858055,0.35793321,0.316208675,1,0.4,0.32331222,0.3810747,0.29561308
train-u0010218,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10218.jpg,train-1044,10218,Said it was so simple I could solve it.,positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010218__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010218__face1.jpg']",0.33021343000000003,0.32494025,0.344846305,1,0.4,0.32041168,0.37725595,0.30233234
train-u0010219,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10219.jpg,train-1044,10219,I'm sure he was exaggerating.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010219__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010219__face1.jpg']",0.31974256,0.35348963499999997,0.32676784999999997,1,0.4,0.3246117,0.37708163,0.29830667
train-u0010220,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10220.jpg,train-1045,10220,I'd be offended if you didn't.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010220__face0.jpg'],0.3682803,0.2508776,0.38084218,1,0.2,0.32571828,0.3413012,0.3329805
train-u0010221,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10221.jpg,train-1045,10221,"Obviously, I've returned the courtesy.",positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010221__face0.jpg'],0.37514597,0.25908217,0.36577192,1,0.2,0.3341686,0.3307249,0.33510652
train-u0010222,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10222.jpg,train-1045,10222,I like your rooms.,positive,2,val,0,[],0.328871624467637,0.3912107455421912,0.2799176299901718,0,0.0,0.3516006,0.32810932,0.32029003
train-u0010223,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10223.jpg,train-1045,10223,They smell so...,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010223__face0.jpg'],0.28727534,0.3793914,0.33333325,1,0.2,0.32396868,0.34729615,0.3287351
train-u0010224,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10224.jpg,train-1045,10224,manly.,positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010224__face0.jpg'],0.3748804,0.23468778,0.39043185,1,0.2,0.3414441,0.3370885,0.32146734
train-u0010225,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10225.jpg,train-1045,10225,I'm sure you acquainted yourself with them before now.,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010225__face0.jpg'],0.33172593,0.28146362,0.3868105,1,0.2,0.33242714,0.34417439,0.32339847
train-u0010226,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10226.jpg,train-1045,10226,"Well, you are always away,",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010226__face0.jpg'],0.3086874,0.32794547,0.3633671,1,0.2,0.32707325,0.35163262,0.32129407
train-u0010227,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10227.jpg,train-1045,10227,"Tell me, does the illustrator travel with you?",neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010227__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010227__face1.jpg']",0.34942207999999997,0.28021935,0.37035858,1,0.4,0.33093974,0.33737212,0.33168814
train-u0010228,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10228.jpg,train-1045,10228,Do you have to pose... during your deductions?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010228__face0.jpg'],0.35198662,0.3007532,0.34726018,1,0.2,0.3371869,0.34003037,0.3227827
train-u0010229,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10229.jpg,train-1045,10229,I'm aware of all six occasions you have visited these apartments,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010229__face0.jpg'],0.3311958,0.28836727,0.38043696,1,0.2,0.33554265,0.34011558,0.32434177
train-u0010230,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10230.jpg,train-1046,10230,"To distract me, derail me.",neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010230__face0.jpg'],0.31283176,0.33067665,0.35649163,1,0.2,0.31264144,0.3404507,0.34690782
train-u0010231,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10231.jpg,train-1046,10231,Because doesn't this remind you of another case?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010231__face0.jpg'],0.32725468,0.28356472,0.38918057,1,0.2,0.33476606,0.3666027,0.2986312
train-u0010232,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10232.jpg,train-1046,10232,Hasn't this all happened before?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010232__face0.jpg'],0.33787248,0.28889066,0.37323692,1,0.2,0.3319001,0.36299378,0.30510616
train-u0010233,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10233.jpg,train-1046,10233,There's nothing new under the sun. What was it?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010233__face0.jpg'],0.34707156,0.29872438,0.35420412,1,0.2,0.33124337,0.36582986,0.30292678
train-u0010234,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10234.jpg,train-1046,10234,What was it? What was that case?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010234__face0.jpg'],0.31660247,0.286701,0.39669657,1,0.2,0.33169463,0.3592608,0.3090446
train-u0010235,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10235.jpg,train-1046,10235,Do you remember?,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010235__face0.jpg'],0.36127347,0.28786984,0.35085675,1,0.2,0.3320762,0.36022985,0.30769396
train-u0010236,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10236.jpg,train-1047,10236,"For the sake of Mrs Hudson's wallpaper, I must remind you",positive,2,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010236__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010236__face1.jpg']",0.329899255,0.31843651,0.351664225,1,0.4,0.33472982,0.35843116,0.30683902
train-u0010237,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10237.jpg,train-1047,10237,I'm sorry?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010237__face0.jpg'],0.35719672,0.3160556,0.32674772,1,0.2,0.3243248,0.36620888,0.3094663
train-u0010238,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10238.jpg,train-1047,10238,Dead... is the new sexy.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010238__face0.jpg'],0.36975768,0.2851353,0.345107,1,0.2,0.3361627,0.3574895,0.30634788
train-u0010239,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10239.jpg,train-1047,10239,"Well, I'll tell you what, that rather blows the cobwebs away.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010239__face0.jpg'],0.40499452,0.29154706,0.3034584,1,0.2,0.33807924,0.35477406,0.30714667
train-u0010240,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10240.jpg,train-1047,10240,How can you be alive?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010240__face0.jpg'],0.36094663,0.30646515,0.33258826,1,0.2,0.3287204,0.36606127,0.30521834
train-u0010241,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10241.jpg,train-1047,10241,How do I look?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010241__face0.jpg'],0.384579,0.31543544,0.2999856,1,0.2,0.3351858,0.36549374,0.29932046
train-u0010242,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10242.jpg,train-1047,10242,"You can be honest, is it noticeable?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010242__face0.jpg'],0.4045025,0.31110656,0.28439087,1,0.2,0.3333287,0.36594516,0.30072612
train-u0010243,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10243.jpg,train-1047,10243,"You blew your own brains out, how could you survive?",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010243__face0.jpg'],0.34456372,0.31621784,0.3392184,1,0.2,0.33828455,0.34290254,0.3188129
train-u0010244,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10244.jpg,train-1048,10244,"Well, a somewhat shorter exile",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010244__face0.jpg'],0.30073822,0.3460977,0.35316408,1,0.2,0.32567778,0.36738744,0.3069348
train-u0010245,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10245.jpg,train-1048,10245,I have to go back!,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010245__face0.jpg'],0.28840053,0.4309999,0.28059953,1,0.2,0.31886554,0.38174176,0.29939276
train-u0010246,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10246.jpg,train-1048,10246,What?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010246__face0.jpg'],0.28840053,0.4309999,0.28059953,1,0.2,0.31886554,0.38174176,0.29939276
train-u0010247,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10247.jpg,train-1048,10247,"I was... I was nearly there, I nearly had it!",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010247__face0.jpg'],0.412509,0.2615183,0.3259727,1,0.2,0.32982448,0.37924623,0.29092938
train-u0010248,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10248.jpg,train-1048,10248,What on earth are you talking about?,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010248__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010248__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010248__face2.jpg']",0.3322857633333333,0.37477395666666663,0.29294028,1,0.6,0.3259075,0.38035336,0.29373923
train-u0010249,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10249.jpg,train-1048,10249,Go back where? You didn't get very far.,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010249__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010249__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010249__face2.jpg']",0.35712290666666663,0.36671214999999996,0.27616493333333336,1,0.6,0.33467987,0.3742115,0.29110855
train-u0010250,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10250.jpg,train-1048,10250,Ricoletti and his abominable wife! Don't you understand?!,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010250__face0.jpg'],0.30900466,0.34312612,0.34786922,1,0.2,0.32043025,0.3728623,0.3067074
train-u0010251,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10251.jpg,train-1049,10251,"It was a case, a famous one from 100 years ago.",neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010251__face0.jpg'],0.27190936,0.41257668,0.31551394,1,0.2,0.31970945,0.3803241,0.29996642
train-u0010252,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10252.jpg,train-1049,10252,"Lodged in my hard drive,",negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010252__face0.jpg'],0.29582834,0.36386803,0.34030354,1,0.2,0.32955673,0.3701273,0.300316
train-u0010253,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10253.jpg,train-1049,10253,"What, like Moriarty?",negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010253__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010253__face1.jpg']",0.38162816499999996,0.342479035,0.27589282000000004,1,0.4,0.3226533,0.35250396,0.32484272
train-u0010254,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10254.jpg,train-1049,10254,"Shot herself in the head, exactly like Moriarty.",neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010254__face0.jpg'],0.23840526,0.44788942,0.3137053,1,0.2,0.32399172,0.370675,0.3053333
train-u0010255,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10255.jpg,train-1049,10255,But you've only just been told.,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010255__face0.jpg'],0.2852377,0.40557703,0.30918533,1,0.2,0.3204308,0.37533304,0.30423614
train-u0010256,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10256.jpg,train-1049,10256,"We've only just found out,",neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010256__face0.jpg'],0.38344517,0.38666767,0.2298871,1,0.2,0.29840523,0.39023218,0.3113626
train-u0010257,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10257.jpg,train-1049,10257,Yes? So? It's been five minutes since Mycroft called.,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010257__face0.jpg'],0.42693466,0.26321313,0.30985218,1,0.2,0.3414443,0.36828265,0.2902731
train-u0010258,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10258.jpg,train-1049,10258,What progress have you made? What have you been doing?,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010258__face0.jpg'],0.2553443,0.42088446,0.32377127,1,0.2,0.31678087,0.38194647,0.3012726
train-u0010259,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10259.jpg,train-1049,10259,"More to the point, what have YOU been doing?",neutral,1,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010259__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010259__face1.jpg']",0.35233011999999997,0.35836219,0.289307655,1,0.4,0.3318406,0.35804057,0.31011873
train-u0010260,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10260.jpg,train-1049,10260,"I've been in my Mind Palace, of course.",negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010260__face0.jpg'],0.34854782,0.32004073,0.3314115,1,0.2,0.32663313,0.3720618,0.30130512
train-u0010261,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10261.jpg,train-1049,10261,Of course.,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010261__face0.jpg'],0.34854782,0.32004073,0.3314115,1,0.2,0.32663313,0.3720618,0.30130512
train-u0010262,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10262.jpg,train-1049,10262,"Runninq an experiment. How would I have solved the crime,",positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010262__face0.jpg'],0.31017315,0.3455357,0.34429112,1,0.2,0.3283999,0.379633,0.2919671
train-u0010263,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10263.jpg,train-1049,10263,"Oh, Sherlock.",negative,0,test,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010263__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010263__face1.jpg']",0.33981221500000003,0.3771905,0.28299732499999997,1,0.4,0.3340364,0.37093887,0.29502475
train-u0010264,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10264.jpg,train-1049,10264,I had all the details perfect.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010264__face0.jpg'],0.38318592,0.34429625,0.2725178,1,0.2,0.30140227,0.36845574,0.330142
train-u0010265,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10265.jpg,train-1049,10265,"I was there, all of it, everything. I was immersed.",positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010265__face0.jpg'],0.39367294,0.26334232,0.3429848,1,0.2,0.32938007,0.36541507,0.30520487
train-u0010266,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10266.jpg,train-1050,10266,Do you really think anyone is believing you?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010266__face0.jpg'],0.33507052,0.36566898,0.29926053,1,0.2,0.31448114,0.37455496,0.31096387
train-u0010267,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10267.jpg,train-1050,10267,"No, he can do this, I've seen it.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010267__face0.jpg'],0.32062712,0.34053397,0.33883896,1,0.2,0.32232386,0.37208608,0.3055901
train-u0010268,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10268.jpg,train-1050,10268,"The Mind Palace, it's like a whole world in his head.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010268__face0.jpg'],0.33813402,0.34111214,0.32075378,1,0.2,0.31990445,0.39422187,0.28587365
train-u0010269,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10269.jpg,train-1050,10269,"Yes, and I need to get back there.",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010269__face0.jpg'],0.30527237,0.36889222,0.32583535,1,0.2,0.33027574,0.36380017,0.30592415
train-u0010270,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\10270.jpg,train-1050,10270,"The Mind Palace is a memory technique, I know what it can do",positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0010270__face0.jpg'],0.30731747,0.32023373,0.37244877,1,0.2,0.33021137,0.36579314,0.3039955
