sample_id,image_path,scene_id,utterance_idx,text,label_text,label_id,split,num_faces,face_paths
train-u0011682,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11682.jpg,train-1193,11682,To where?,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011682__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011682__face1.jpg']"
train-u0011683,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11683.jpg,train-1194,11683,He must be hunted down.,positive,2,train,0,[]
train-u0011684,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11684.jpg,train-1194,11684,and destroyed once and for all.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011684__face0.jpg']
train-u0011685,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11685.jpg,train-1194,11685,Without the Ring of Power...,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011685__face0.jpg']
train-u0011686,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11686.jpg,train-1194,11686,Sauron can never again hold dominion over Middle-earth.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011686__face0.jpg']
train-u0011687,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11687.jpg,train-1194,11687,Go now,neutral,1,train,0,[]
train-u0011688,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11688.jpg,train-1195,11688,Ganda f,negative,0,val,0,[]
train-u0011689,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11689.jpg,train-1195,11689,They have no idea what is coming,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011689__face0.jpg']
train-u0011690,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11690.jpg,train-1195,11690,"Zou must summon our friends, bird and beast.",positive,2,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011690__face0.jpg']
train-u0011691,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11691.jpg,train-1195,11691,The battle for the Mountain is about to begin.,neutral,1,val,0,[]
train-u0011692,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11692.jpg,train-1195,11692,It is here in these halls.,negative,0,val,0,[]
train-u0011693,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11693.jpg,train-1195,11693,I know it.,negative,0,val,0,[]
train-u0011694,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11694.jpg,train-1195,11694,We have searched and searched.,positive,2,val,0,[]
train-u0011695,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11695.jpg,train-1195,11695,Not well enough.,neutral,1,val,0,[]
train-u0011696,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11696.jpg,train-1195,11696,"Thorin, we all would see the stone returned.",positive,2,val,0,[]
train-u0011697,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11697.jpg,train-1195,11697,"And yet, it is still not found!",neutral,1,val,0,[]
train-u0011698,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11698.jpg,train-1195,11698,Do you doubt the loyalty of anyone here?,neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011698__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011698__face1.jpg']"
train-u0011699,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11699.jpg,train-1196,11699,I will not see it taken again.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011699__face0.jpg']
train-u0011700,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11700.jpg,train-1196,11700,The people of Lake-town have nothing,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011700__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011700__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011700__face2.jpg']"
train-u0011701,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11701.jpg,train-1196,11701,They have lost everything,neutral,1,train,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011701__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011701__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011701__face2.jpg']"
train-u0011702,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11702.jpg,train-1196,11702,I know well enough their hardship.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011702__face0.jpg']
train-u0011703,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11703.jpg,train-1196,11703,Those who have lived through dragon fire... should rejoice.,positive,2,train,0,[]
train-u0011704,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11704.jpg,train-1196,11704,They have much... to be grateful for,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011704__face0.jpg']
train-u0011705,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11705.jpg,train-1196,11705,Bring more stone to the gate!,negative,0,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011705__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011705__face1.jpg']"
train-u0011706,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11706.jpg,train-1196,11706,That's it.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011706__face0.jpg']
train-u0011707,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11707.jpg,train-1197,11707,Here you go.,positive,2,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011707__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011707__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011707__face2.jpg']"
train-u0011708,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11708.jpg,train-1197,11708,Another one,negative,0,test,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011708__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011708__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011708__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011708__face3.jpg']"
train-u0011709,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11709.jpg,train-1197,11709,I do not know how to thank you.,neutral,1,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011709__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011709__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011709__face2.jpg']"
train-u0011710,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11710.jpg,train-1197,11710,Your gratitude is misplaced.,neutral,1,test,3,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011710__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011710__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011710__face2.jpg']"
train-u0011711,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11711.jpg,train-1197,11711,I did not come on your behalf.,neutral,1,test,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011711__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011711__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011711__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011711__face3.jpg']"
train-u0011712,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11712.jpg,train-1197,11712,I came to reclaim something of mine.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011712__face0.jpg']
train-u0011713,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11713.jpg,train-1197,11713,"There are gems in the Mountain that I, too, desire.",positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011713__face0.jpg']
train-u0011714,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11714.jpg,train-1197,11714,White gems of pure starlight.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011714__face0.jpg']
train-u0011715,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11715.jpg,train-1197,11715,The White Gems of Lasgalen.,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011715__face0.jpg']
train-u0011716,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11716.jpg,train-1197,11716,I know an Elf Lord who will pay a pretty price for these.,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011716__face0.jpg']
train-u0011717,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11717.jpg,train-1198,11717,Come on.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011717__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011717__face1.jpg']"
train-u0011718,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11718.jpg,train-1198,11718,"Hail, Thorin, son of Thrain.",negative,0,train,0,[]
train-u0011719,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11719.jpg,train-1198,11719,We are glad to find you alive beyond hope.,positive,2,train,0,[]
train-u0011720,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11720.jpg,train-1198,11720,Why do you come to the gates... of the King under the Mountain armed for war?,negative,0,train,4,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011720__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011720__face1.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011720__face2.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011720__face3.jpg']"
train-u0011721,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11721.jpg,train-1198,11721,Why does the King under the Mountain fence himself in.,neutral,1,train,0,[]
train-u0011722,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11722.jpg,train-1198,11722,like a robber in his hold?,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011722__face0.jpg']
train-u0011723,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11723.jpg,train-1198,11723,Perhaps it is because I am expecting to be robbed.,negative,0,train,0,[]
train-u0011724,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11724.jpg,train-1198,11724,My lord,negative,0,train,0,[]
train-u0011725,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11725.jpg,train-1198,11725,but to seek fair settlement.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011725__face0.jpg']
train-u0011726,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11726.jpg,train-1198,11726,Will you not speak with me?,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011726__face0.jpg']
train-u0011727,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11727.jpg,train-1198,11727,I am listening.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011727__face0.jpg']
train-u0011728,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11728.jpg,train-1198,11728,On behalf of the people of Lake-town..,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011728__face0.jpg']
train-u0011729,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11729.jpg,train-1198,11729,..I ask that you honor your pledge.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011729__face0.jpg']
train-u0011730,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11730.jpg,train-1198,11730,A share of the treasure.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011730__face0.jpg']
train-u0011731,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11731.jpg,train-1198,11731,So that they might rebuild their lives.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011731__face0.jpg']
train-u0011732,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11732.jpg,train-1198,11732,I will not treat with any man.,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011732__face0.jpg']
train-u0011733,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11733.jpg,train-1199,11733,That armed host will attack this Mountain if we do not come to terms,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011733__face0.jpg']
train-u0011734,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11734.jpg,train-1199,11734,Does it not tell you our cause is just?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011734__face0.jpg']
train-u0011735,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11735.jpg,train-1199,11735,My people offered you help.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011735__face0.jpg']
train-u0011736,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11736.jpg,train-1199,11736,"And in return, you brought upon them only ruin and death.",neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011736__face0.jpg']
train-u0011737,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11737.jpg,train-1199,11737,When did Lake-town come to our aid but for the promise of rich reward?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011737__face0.jpg']
train-u0011738,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11738.jpg,train-1199,11738,A bargain was struck!,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011738__face0.jpg']
train-u0011739,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11739.jpg,train-1199,11739,A bargain?,negative,0,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011739__face0.jpg']
train-u0011740,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11740.jpg,train-1199,11740,What choice did we have but to barter our birthright,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011740__face0.jpg']
train-u0011741,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11741.jpg,train-1200,11741,You're all.,negative,0,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011741__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011741__face1.jpg']"
train-u0011742,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11742.jpg,train-1200,11742,in mortal danger.,negative,0,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011742__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011742__face1.jpg']"
train-u0011743,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11743.jpg,train-1200,11743,What are you talking about?,neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011743__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011743__face1.jpg']"
train-u0011744,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11744.jpg,train-1200,11744,You know nothing... of Wizards.,neutral,1,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011744__face0.jpg']
train-u0011745,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11745.jpg,train-1200,11745,They are ike winter thunder on a wild wind,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011745__face0.jpg']
train-u0011746,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11746.jpg,train-1200,11746,But sometimes a storm.. is just a storm.,negative,0,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011746__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011746__face1.jpg']"
train-u0011747,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11747.jpg,train-1201,11747,Armies of Orcs are on the move,neutral,1,train,0,[]
train-u0011748,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11748.jpg,train-1201,11748,Our enemy has summoned his full strength.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011748__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011748__face1.jpg']"
train-u0011749,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11749.jpg,train-1201,11749,Why show his hand now?,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011749__face0.jpg']
train-u0011750,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11750.jpg,train-1201,11750,Because we forced him.,neutral,1,train,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011750__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011750__face1.jpg']"
train-u0011751,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11751.jpg,train-1201,11751,We forced him when the Company of Thorin set out to reclaim their homeland.,neutral,1,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011751__face0.jpg']
train-u0011752,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11752.jpg,train-1202,11752,You will forgive me if I finish it.,neutral,1,val,2,"['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011752__face0.jpg', 'C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011752__face1.jpg']"
train-u0011753,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11753.jpg,train-1202,11753,Are the archers in position?,negative,0,val,0,[]
train-u0011754,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11754.jpg,train-1202,11754,"Yes, my lord.",negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011754__face0.jpg']
train-u0011755,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11755.jpg,train-1202,11755,Give the order.,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011755__face0.jpg']
train-u0011756,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11756.jpg,train-1202,11756,If anything moves on that Mountain..,negative,0,val,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011756__face0.jpg']
train-u0011757,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11757.jpg,train-1203,11757,The Dwarves are out of time.,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011757__face0.jpg']
train-u0011758,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11758.jpg,train-1203,11758,"You, Bowman!",negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011758__face0.jpg']
train-u0011759,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11759.jpg,train-1203,11759,Do you agree?,negative,0,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011759__face0.jpg']
train-u0011760,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11760.jpg,train-1203,11760,Is gold so important to you?,neutral,1,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011760__face0.jpg']
train-u0011761,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11761.jpg,train-1203,11761,Would you buy it with the blood of Dwarves?,neutral,1,test,0,[]
train-u0011762,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11762.jpg,train-1203,11762,It won't come to that.,positive,2,test,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011762__face0.jpg']
train-u0011763,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11763.jpg,train-1204,11763,I came.,positive,2,train,1,['C:\\Users\\hp\\Desktop\\CNN\\EEEM068-Human-Sentiment-Analysis\\data\\faces\\train-u0011763__face0.jpg']
train-u0011764,C:\Users\hp\Desktop\CNN\EEEM068-Human-Sentiment-Analysis\data\raw\images\train\11764.jpg,train-1204,11764,to give you... this.,negative,0,train,0,[]
